Name,City,Phone,Website,Address,Under 36mo,Preschool,School Age,Mandarin,Cantonese,CCFRI
Wind And Tide Preschool - Alice Brown,Langley,604-575-0549,,"20011 44 Ave, Langley, BC V3A 6L8",,,,,,Y
Wind And Tide Preschool - Fort Langley,Langley,604-575-0549,,"8870 Glover Rd, Langley, BC V1M 2R9",,,,,,Y
Wind And Tide Preschool - Matheson House,Langley,604-575-0549,,"19893 64 Ave, Langley, BC V2Y 1C1",,,,,,Y
Wind And Tide Preschool - Uplands,Langley,604-575-0549,,"4471 207A St, Langley, BC V3A 6V8",,,,,,Y
Wise Owl Early Learning,Langley,780-504-7860,,"4471 207A St, Langley, BC V3A 5V8",,,,,,Y
Wiz Wise Childcare Centre,Langley,778-886-9271,,"6904 208 St, Langley, BC V2Y 0G2",,,,,,Y
Wonder Years Day Care - Fraser Crossing,Langley,604-530-6554,,"5537 209 St, Langley, BC V3A 2K8",,,,,,Y
Wonder Years Daycare - Murrayville,Langley,604-612-0439,,"4748 222 St, Langley, BC V2Z 1B1",,,,,,Y
Woodpecker Childcare,Langley,778-870-9179,wpchildcare.com,"21642 90A Ave, Langley, BC V1M 4C8",,,,,,Y
Woodpecker Infant Toddler Care,Langley,236-990-1366,,"8482 214A St, Langley, BC V1M 2K6",Y,,,Y,,Y
Yorkson Childcare Academy,Langley,604-657-5888,www.yorksonchildcare.com,"20683 76B Ave, Langley, BC V2Y 3P6",,,,,,Y
Yorkson Kids Care,Langley,604-783-3066,,"A200-8045 204 St, Langley, BC V2Y 2A9",,,,,,Y
Young Of Green Gables Early Learning,Langley,778-366-8252,,"4662 208B St, Langley, BC V3A 7E6",,,,,,Y
3 Wishes Childcare Centre,Maple Ridge,604-467-2941,,"22365 Callighan Ave, Maple Ridge, BC V2X 2E3",,,,,,Y
A-Z Little World Family Daycare,Maple Ridge,778-682-9102,,"23193 124A Ave, Maple Ridge, BC V2X 0G2",,,,,,Y
A.Y Childcare Centre,Maple Ridge,778-723-7241,,"22963 139 Ave, Maple Ridge, BC V4R 2X4",,,,,,Y
Abc Daycare,Maple Ridge,604-466-2866,,"11633 232A St, Maple Ridge, BC V2X 2K5",,,,,,Y
Adventure Explorer Childcare Centre,Maple Ridge,604-401-7849,,"12125 229 St, Maple Ridge, BC V2X 7M9",,,,,,Y
After School Warriors Child Care Inc,Maple Ridge,604-477-1717,,"22712 Dewdney Trunk Rd, Maple Ridge, BC V2X 3K2",,,,,,Y
Albion Active Kids Club,Maple Ridge,604-467-7453,,"10031 240Th St, Maple Ridge, BC V2W 1G2",,,,,,Y
Avin Child Care,Maple Ridge,236-883-1592,,"20472 123 Ave, Maple Ridge, BC V2X 4A7",,,,,,Y
Basket Of Joy,Maple Ridge,604-467-2053,,"12510 223 St, Maple Ridge, BC V2X 5Z1",,,,,,Y
Blessed Generations Academy - Maple Ridge,Maple Ridge,604-618-4767,,"22311 119 Ave, Maple Ridge, BC V2X 2Z2",,,,,,Y
Blue Bell Daycare,Maple Ridge,604-379-4758,,"23843 119A Ave, Maple Ridge, BC V4R 1W3",,,,,,Y
Bluebirds Early Learning Childcare Inc,Maple Ridge,604-479-2255,,"22580 Lougheed Hwy, Maple Ridge, BC V2X 2V1",,,,,,Y
Boomgaard Early Learning & Child Care,Maple Ridge,672-551-5509,,"22983 117 Ave, Maple Ridge, BC V2X 2K3",,,,,,Y
Brickwater Early Learning,Maple Ridge,604-720-4809,,"116-22633 Selkirk Ave, Maple Ridge, BC V2X 1C7",,,,,,Y
Bright Beginnings Childcare,Maple Ridge,604-313-9417,,"23850 117B Ave, Maple Ridge, BC V4R 2V6",,,,,,Y
Brightpath Maple Ridge,Maple Ridge,604-463-2188,,"21593 Dewdney Trunk Rd, Maple Ridge, BC V2X 3G5",,,,,,Y
Brightpath Maple Ridge Meadows,Maple Ridge,604-380-0336,,"11918 207Th St, Maple Ridge, BC V2X 1X7",,,,,,Y
Bubbles And Dreams Family Daycare,Maple Ridge,604-466-9725,,"11982 Meadowlark Dr, Maple Ridge, BC V2X 9M1",,,,,,Y
Carefree Kiddos Family Childcare,Maple Ridge,778-892-5331,,"10332 240 St, Maple Ridge, BC V2W 0G4",,,,,,Y
Circle Time Family Daycare,Maple Ridge,604-908-2773,,"12030 232B St, Maple Ridge, BC V2X 0X1",,,,,,Y
Conscious Kids Care,Maple Ridge,604-783-3066,,"202-20395 Lougheed Hwy, Maple Ridge, BC V2X 2P9",,,,,,Y
Cotton Cloud Daycare,Maple Ridge,672-513-6633,,"12561 Grace St, Maple Ridge, BC V2X 5N3",Y,Y,Y,,,Y
Cottonwoods Child Care Centre,Maple Ridge,604-463-4003,,"23588 Jim Robson Way, Maple Ridge, BC V2W 1B8",,,,,,Y
Country Lane Learning Centre,Maple Ridge,604-463-3454,,"10291 243A St, Maple Ridge, BC V2W 1Y3",,,,,,Y
Creative Discovery Early Learning,Maple Ridge,604-790-9488,,"24189 103A Ave, Maple Ridge, BC V2W 0E4",,,,,,Y
Creative Trails Preschool,Maple Ridge,604-861-9198,,"20285 Dewdney Trunk Rd, Maple Ridge, BC V2X 3C9",,,,,,Y
Cuddly Cubs Childcare,Maple Ridge,365-338-5888,,"11564 Creekside St, Maple Ridge, BC V2W 2B9",,,,,,Y
Curious Minds Learning Centre - Eric Langton,Maple Ridge,604-690-2273,,"12138 Edge St, Maple Ridge, BC V2X 6G8",,,,,,Y
Curious Minds Learning Centre Ltd,Maple Ridge,604-463-2002,,"21410 Glenwood Ave, Maple Ridge, BC V2X 3P6",,,,,,Y
Curious Minds Learning Centre Ltd,Maple Ridge,604-315-3240,,"20820 River Rd, Maple Ridge, BC V2X 1Z7",,,,,,Y
Curious Minds Learning Centre Ltd - Mrss,Maple Ridge,604-476-0232,,"21911 122 Ave, Maple Ridge, BC V2X 3X2",,,,,,Y
Doodle's Daycare,Maple Ridge,604-466-2705,,"11870 236Th St, Maple Ridge, BC V4R 2E1",,,,,,Y
Dover Learning Center,Maple Ridge,604-551-3401,,"21816 Dover Rd, Maple Ridge, BC V2X 7V7",,,,,,Y
Dover Learning Center - Ridge,Maple Ridge,604-551-3401,,"22155 Lougheed Hwy, Maple Ridge, BC V2X 5V3",,,,,,Y
Dover Learning Center -Maple Ridge,Maple Ridge,604-551-3401,,"22611 Dewdney Trunk Rd, Maple Ridge, BC V2X 3K1",,,,,,Y
Dream Catchers Family Childcare,Maple Ridge,604-753-7256,,"23686 Rock Ridge Dr, Maple Ridge, BC V4R 2W2",,,,,,Y
Dream Valley Childcare,Maple Ridge,778-300-3443,,"13177 236B St, Maple Ridge, BC V4R 0J1",Y,Y,Y,,,Y
Enjoy Learning Childcare,Maple Ridge,604-380-1906,,"10454 Tamarack Cres, Maple Ridge, BC V2W 1B5",Y,,,,,Y
Explorers Corner Daycare,Maple Ridge,604-463-7538,,"22552 122 Ave, Maple Ridge, BC V2X 7H1",,,,,,Y
First Choice Daycare,Maple Ridge,604-780-5527,,"23635 119 Ave, Maple Ridge, BC V4R 2E1",,,,,,Y
Fluffy Honey Bees Daycare,Maple Ridge,604-779-7067,,"10557 238 St, Maple Ridge, BC V2W 1E1",,,,,,Y
Fundamentals Childcare Centre Inc,Maple Ridge,604-380-2455,,"12038 248 St, Maple Ridge, BC V4R 1J1",,,,,,Y
Fundamentals Childcare Centre Inc,Maple Ridge,604-786-4615,,"24093 104 Ave, Maple Ridge, BC V2W 1J2",,,,,,Y
Fundamentals Childcare Centre Inc,Maple Ridge,604-465-8515,,"20601 Westfield Ave, Maple Ridge, BC V2X 1L7",,,,,,Y
Giggleberries Early Education Centre,Maple Ridge,778-345-7134,,"23658 113A Ave, Maple Ridge, BC V2W 0C7",,,,,,Y
Glitter And Sparkly Childcare Ltd,Maple Ridge,604-360-1247,,"27123 River Rd, Maple Ridge, BC V2W 1M4",,,,,,Y
H&S Daycare Ltd,Maple Ridge,604-561-9615,,"21467 Dewdney Trunk Rd, Maple Ridge, BC V2X 3G5",,,,,,Y
Happy Days Family Daycare,Maple Ridge,604-704-5331,,"12323 231B St, Maple Ridge, BC V2X 1X8",,,,,,Y
Happy Hearts Childcare Centre,Maple Ridge,604-479-2273,,"22336 Dewdney Trunk Rd, Maple Ridge, BC V2X 3J2",,,,,,Y
Happy Hearts Childcare Centre,Maple Ridge,604-479-2273,,"22330 Dewdney Trunk Rd, Maple Ridge, BC V2X 3J2",,,,,,Y
Happy Hearts Childcare Centre Inc,Maple Ridge,604-479-2273,,"22315 Mcintosh Ave, Maple Ridge, BC V2X 3C2",,,,,,Y
Happy Kiddos Childcare Ltd,Maple Ridge,604-719-2762,,"11841 Gee St, Maple Ridge, BC V2X 7L8",,,,,,Y
Happy Ridge Early Learning Academy,Maple Ridge,604-783-3066,,"101-21755 Lougheed Hwy, Maple Ridge, BC V2X 2S2",,,,,,Y
Happy Sky Daycare Centre,Maple Ridge,778-822-5228,,"11670 Miller St, Maple Ridge, BC V2X 9M6",Y,Y,Y,Y,,Y
Hava Childcare Academy,Maple Ridge,604-441-3900,,"113 - 11300 Pazarena Pl, Maple Ridge, BC V2X 5P1",,,,,,Y
Hearts & Smiles Montessori Childcare,Maple Ridge,604-760-9815,,"23779 115A Ave, Maple Ridge, BC V2W 2B9",Y,Y,Y,,,Y
Hilda's Daycare,Maple Ridge,604-463-7889,hildas-childcare.com,"12741 226Th St, Maple Ridge, BC V2X 6H6",,,,,,Y
Home Sweet Home,Maple Ridge,778-927-4425,,"23668 Kanaka Way, Maple Ridge, BC V2W 2A1",,,,,,Y
Hugs And Cuddles Daycare,Maple Ridge,604-817-5361,,"12545 223Rd St, Maple Ridge, BC V2X 5Y8",,,,,,Y
Ilm-Fairview,Maple Ridge,250-585-7898,,"12209 206 St, Maple Ridge, BC V2X 1T8",,,,,,Y
Image And Reggio (I&R) Child Care Centre,Maple Ridge,778-896-4512,,"20844 117 Ave, Maple Ridge, BC V2X 7S8",,,,,,Y
Imagination Station Childcare Centre-Albion,Maple Ridge,604-476-7529,,"24133 102 Ave, Maple Ridge, BC V2W 2C6",,,,,,Y
Imagination Station Childcare Centre-Fraserview,Maple Ridge,604-614-6856,,"11485 227 St, Maple Ridge, BC V2X 9V1",,,,,,Y
Imagination Station Childcare Centre-Kanaka,Maple Ridge,604-614-6856,,"23980 Kanaka Way, Maple Ridge, BC V2W 0H7",,,,,,Y
Inventive Minds Childcare,Maple Ridge,778-929-9776,,"20622 123 Ave, Maple Ridge, BC V2X 4A9",Y,Y,Y,,,Y
It's A Small World Daycare,Maple Ridge,604-463-1778,,"11555 239A St, Maple Ridge, BC V2W 1Y4",,,,,,Y
Jackson Ridge Kids Daycare,Maple Ridge,604-345-6582,,"10074 246B St, Maple Ridge, BC V2W 0H1",,,,,,Y
Joanne's House,Maple Ridge,604-465-9759,,"20516 123B Ave, Maple Ridge, BC V2X 0L9",,,,,,Y
Junior Achievers Academy,Maple Ridge,604-724-0513,www.juniorachieversacademy.com,"24195 101A Ave, Maple Ridge, BC V2W 0E6",Y,Y,,,,Y
Junior Explorers Academy,Maple Ridge,778-986-6283,,"24002 Mcclure Dr, Maple Ridge, BC V2W 1Z3",,,,,,Y
Just Kiddies Childcare,Maple Ridge,604-618-9876,,"20644 Dewdney Trunk Rd, Maple Ridge, BC V2X 3E5",,,,,,Y
Kanaka Active Kids Club,Maple Ridge,604-467-7478,,"11120 234A St, Maple Ridge, BC V2W 1C8",,,,,,Y
Kanaka Creek Childcare,Maple Ridge,604-780-8872,,"23422 Griffen Rd, Maple Ridge, BC V2W 0B7",,,,,,Y
Kanaka Creek Daycare,Maple Ridge,604-477-1125,,"11079 236A St, Maple Ridge, BC V2W 2A1",,,,,,Y
Kiddo & Co. Child Care,Maple Ridge,604-218-8586,kiddoandco.ca,"24331 104 Ave, Maple Ridge, BC V2W 0G7",,,,,,Y
Kids By Design Preschool Inc.,Maple Ridge,604-466-8856,,"11756 232Nd St, Maple Ridge, BC V2X 6S7",,Y,,,,Y
Kids Zone Pre-Kindergarten-Childcare-Out Of School,Maple Ridge,604-466-5704,,"11601 Laity St, Maple Ridge, BC V2X 5A2",,Y,Y,,,Y
Kidsfirst Early Childhood Centre,Maple Ridge,778-919-3558,,"27871 113 Ave, Maple Ridge, BC V2W 1M9",,,,,,Y
Kindercube Daycare Limited,Maple Ridge,604-262-8683,www.kindercubedaycare.ca,"12083 Mcintyre Crt, Maple Ridge, BC V2X 8M8",Y,Y,Y,,,Y
Laity View Active Kids Club,Maple Ridge,604-467-7453,,"21023 123Rd Ave, Maple Ridge, BC V2X 4B5",,,,,,Y
Laugh And Learn Daycare,Maple Ridge,604-479-5815,,"22762 Lougheed Hwy, Maple Ridge, BC V2X 2V6",,,,,,Y
Lighthouse Childcare Center,Maple Ridge,778-862-9996,,"12161 Laity St, Maple Ridge, BC V2X 5B1",,,,,,Y
Lil Charlie Browns Daycare,Maple Ridge,604-710-6540,www.lilcharliebrownsdaycare.ca,"13822 232A St, Maple Ridge, BC V4R 0C2",,,,,,Y
Lil Monkeys Family Daycare,Maple Ridge,604-463-6691,,"12505 Izon Crt, Maple Ridge, BC V2X 9W6",,,,,,Y
Lily Of The Valley Montessori Center,Maple Ridge,778-938-9046,,"20645 120B Cres, Maple Ridge, BC V2X 9T3",,,,,,Y
Little Bright Learners,Maple Ridge,604-356-9412,,"20145 119A Ave, Maple Ridge, BC V2X 9V3",,,,,,Y
Little Crayons Daycare,Maple Ridge,604-467-2249,,"20770 123B Ave, Maple Ridge, BC V2X 1M4",Y,Y,,,,Y
Little Creations Childcare Center Inc,Maple Ridge,604-314-9266,,"22528 Lougheed Hwy, Maple Ridge, BC V2X 2V1",,,,,,Y
Little Creations Childcare Centre,Maple Ridge,604-314-9266,,"13716 232A St, Maple Ridge, BC V4R 0H1",,,,,,Y
Little Garden Montessori Center,Maple Ridge,604-466-5728,,"22315 Selkirk Ave, Maple Ridge, BC V2X 2X6",,,,,,Y
Little Moon Childcare Ltd,Maple Ridge,778-251-2740,,"23106 135 Ave, Maple Ridge, BC V4R 0E6",Y,,,,,Y
Little Saints Learning Ctr Inc,Maple Ridge,604-771-0423,,"200 22530 Dewdney Trunk Rd, Maple Ridge, BC V2X 3J9",,,,,,Y
Little Star,Maple Ridge,604-781-6741,,"21180 Stonehouse Ave, Maple Ridge, BC V2X 8X9",,,,,,Y
Little Willows Alouette,Maple Ridge,778-245-8743,,"22155 Issac Cres, Maple Ridge, BC V2X 0V9",,,,,,Y
Little Willows Dewdney Church,Maple Ridge,604-463-4882,,"23500 Dewdney Trunk Rd, Maple Ridge, BC V2X 3L8",,,,,,Y
Little Willows Dewdney House,Maple Ridge,604-463-4919,,"23550 Dewdney Trunk Rd, Maple Ridge, BC V2X 3L8",,,,,,Y
Little Willows Early Learning Childcare Centre (119) Inc.,Maple Ridge,604-477-8771,,"22328 119 Ave, Maple Ridge, BC V2X 2Z3",,,,,,Y
Little Willows Edge,Maple Ridge,604-477-1100,,"201-22590 Dewdney Trunk Rd, Maple Ridge, BC V2X 2Z3",,,,,,Y
Little Willows Harry Hooge,Maple Ridge,778-245-8742,,"12280 230Th St, Maple Ridge, BC V2X 0P6",,,,,,Y
Little Willows Silver Valley,Maple Ridge,604-380-4000,,"100-13730 232 St, Maple Ridge, BC V4R 2C5",,,,,,Y
Little Willows Webster's Corner,Maple Ridge,778-245-8741,,"25554 Dewdney Trunk Rd, Maple Ridge, BC V4R 1X9",,,,,,Y
Little Willows Whonnock,Maple Ridge,604-462-0786,,"28209 96 Ave, Maple Ridge, BC V2W 1L4",,,,,,Y
Magical Beginnings,Maple Ridge,604-808-3073,,"23711 106 Ave, Maple Ridge, BC V2W 1B4",,,,,,Y
Magical Memories Daycare,Maple Ridge,778-223-7664,,"12200 230 St, Maple Ridge, BC V2X 0P6",,,,,,Y
Maple Corner Daycare,Maple Ridge,778-859-3546,,"23856 119B Ave, Maple Ridge, BC V4R 1W4",Y,Y,,,,Y
Maple Kids Academy,Maple Ridge,604-902-7480,,"10681 248Th St, Maple Ridge, BC V2W 1G6",,,,,,Y
Maple Meadows Out Of School Care,Maple Ridge,778-241-7678,,"22-22621 Lougheed Hwy, Maple Ridge, BC V2X 2V4",,,,,,Y
Maple Ridge Adventure Preschool,Maple Ridge,604-463-4903,,"21698 Dewdney Trunk Road, Maple Ridge, BC V2X 3G7",,Y,,,,Y
Maple Treasure Children's Learning Centre,Maple Ridge,778-839-6757,,"21176 117 Ave, Maple Ridge, BC V2X 2H2",,,,,,Y
Maple Treasure Children's Learning Centre Ltd,Maple Ridge,778-839-6757,,"12081 201 St, Maple Ridge, BC V2X 3M3",,,,,,Y
Meadow Montessori School Society,Maple Ridge,604-465-3492,,"11391 Dartford St, Maple Ridge, BC V2X 1V6",,,,,,Y
Meadow Ridge Centre For Child Care,Maple Ridge,604-466-1045,,"5-21409 Lougheed Hwy, Maple Ridge, BC V2X 2R8",,,,,,Y
Meadowridge School - Junior Kindergarten & School Age Care,Maple Ridge,604-467-4444,,"12224 240 St, Maple Ridge, BC V4R 1N1",,,,,,
Mini Mingos Child Care Centre,Maple Ridge,672-513-2522,Minimingos.ca,"25374 130 Ave, Maple Ridge, BC V4R 1C9",,,,,,Y
Miss Mandy's Play And Learn,Maple Ridge,604-418-4417,,"11238 250B St, Maple Ridge, BC V2W 0K6",,,,,,Y
Moji Playhouse,Maple Ridge,604-537-6270,,"21198 Cutler Pl, Maple Ridge, BC V2X 8R1",,Y,Y,,,Y
Montessori Beginnings Preschool And Kindergarten,Maple Ridge,604-466-3184,,"21746 Lougheed Hwy, Maple Ridge, BC V2X 2S1",,,,,,Y
My Sunshine Childcare,Maple Ridge,778-928-8548,,"12450 232 St, Maple Ridge, BC V2X 1R6",Y,,,,,Y
Nana's Angels,Maple Ridge,604-463-9643,,"11440 234A St, Maple Ridge, BC V2X 5P8",Y,Y,,,,Y
Nanak Nest Childcare,Maple Ridge,604-652-0658,,"23825 Zeron Ave, Maple Ridge, BC V2W 1E3",,,,,,Y
New Look Daycare,Maple Ridge,778-988-2007,,"20816 Stoney Ave, Maple Ridge, BC V2X 7T1",,,,,,Y
Next Level Childcare Valley Fair,Maple Ridge,604-380-4060,,"200-22709 Lougheed Hwy, Maple Ridge, BC V2X 2V5",,,,,,Y
Petals Child Care,Maple Ridge,236-838-4131,,"21516 Dewdney Trunk Rd, Maple Ridge, BC V2X 3G4",,,,,,Y
Puddle Hoppers Childcare,Maple Ridge,778-318-4055,,"22641 Lougheed Hwy, Maple Ridge, BC V2X 2V4",,,,,,Y
Puddle Hoppers Childcare Hp Inc,Maple Ridge,778-318-4055,,"11900 Haney Pl, Maple Ridge, BC V2X 8R9",,,,,,Y
Rainbow Montessori,Maple Ridge,604-724-9950,,"11345 230 St, Maple Ridge, BC V2X 0E8",,,,,,Y
Sammy's Daycare,Maple Ridge,604-467-0505,,"11567 Fraserview St, Maple Ridge, BC V2X 4Y8",,,,,,Y
Sandy's Daycare,Maple Ridge,604-209-0165,,"24859 106B Ave, Maple Ridge, BC V2W 0E1",,,,,,Y
Small Steps Childcare Inc.,Maple Ridge,604-467-6014,,"22165 Dewdney Trunk Rd, Maple Ridge, BC V2X 3H7",,,,,,Y
Smiles N' Hugs Family Child Care,Maple Ridge,604-466-7393,,"12294 Hillside St, Maple Ridge, BC V2X 5X1",Y,Y,,,,Y
Start Smart Childcare Centre,Maple Ridge,604-463-4439,,"22610 Dewdney Trunk Rd, Maple Ridge, BC V2X 3J9",,,,,,Y
Stepping Stone Daycare,Maple Ridge,604-916-3230,,"23924 115A Ave, Maple Ridge, BC V2W 1Y4",,,,,,Y
Sunrise Family Daycare,Maple Ridge,778-886-6525,,"12221 210 St, Maple Ridge, BC V2X 8B9",,Y,Y,,,Y
Sunshine Children's Centre - Campus Ii,Maple Ridge,604-580-2060,,"11916 222 St, Maple Ridge, BC V2X 5V6",,,,,,Y
Tender Blossoms Childcare Ltd,Maple Ridge,778-552-7073,,"21756 Donovan Ave, Maple Ridge, BC V2X 3A7",,,,,,Y
The Learning Ladder Children's Centre,Maple Ridge,604-460-0601,,"5-20468 Lougheed Hwy, Maple Ridge, BC V2X 2P8",,,,,,Y
The Place To Grow,Maple Ridge,778-927-4204,,"24272 102B Ave, Maple Ridge, BC V2W 1Y1",,,,,,Y
The Preschool Next Door,Maple Ridge,778-908-6931,,"201-22712 Dewdney Trunk Rd, Maple Ridge, BC V2X 3K2",,,,,,Y
Tiny Tots,Maple Ridge,778-240-3495,,"12401 Allison St, Maple Ridge, BC V2X 4L4",,,,,,Y
Tish's Tots,Maple Ridge,613-889-4889,,"13869 Silver Valley Rd, Maple Ridge, BC V4R 0C2",,,,,,Y
Tree House Multi-Age Child Care,Maple Ridge,778-558-8009,,"22670 Brown Ave, Maple Ridge, BC V2X 3R5",,,,,,Y
Ultimate Care Nest Family Child Care,Maple Ridge,604-812-2482,,"11724 209 St, Maple Ridge, BC V2X 7S7",,,,,,Y
Wilkinson Learning Tree,Maple Ridge,604-537-2396,,"10172 244 St, Maple Ridge, BC V2W 0H5",,,,,,Y
Wind And Tide - Maple Ridge,Maple Ridge,604-575-0549,,"20639 123 Ave, Maple Ridge, BC V4K 2Y9",,,,,,Y
Wind And Tide Child Development Centre - Sw Maple Ridge,Maple Ridge,604-575-0549,,"20245 Dewdney Trunk Rd, Maple Ridge, BC V2X 3C9",,,,,,Y
Wonder World Play School,Maple Ridge,604-779-2273,,"Unit B 11767 225 St, Maple Ridge, BC V2X 6E6",,,,,,Y
Wonder World Play School,Maple Ridge,778-683-7398,,"10554 238 St, Maple Ridge, BC V2W 1E1",,,,,,Y
Wundoroo Academy Maple Ridge,Maple Ridge,778-886-0393,,"12512 230Th St, Maple Ridge, BC V2X 0X2",,,,,,Y
Yennadon Active Kids Club,Maple Ridge,604-467-7453,,"23347 128 Ave, Maple Ridge, BC V2X 4R9",,,,,,Y
Yennadon Annex Active Kids Club,Maple Ridge,604-467-7478,,"12854 232Nd St, Maple Ridge, BC V2X 6T9",,,,,,
Abm Childcare Center,Mission,604-360-1247,,"32533 Ptarmigan Dr, Mission, BC V2V 5K6",,,,,,Y
Adventure Childcare Centre,Mission,778-512-5650,,"33724 5Th Ave, Mission, BC V2V 1X2",,,,,,Y
Baby Bears Infant And Toddler Daycare Ltd.,Mission,604-826-5612,,"7973 Dunsmuir St, Mission, BC V2V 4S2",,,,,,Y
Barley's Place Daycare,Mission,604-615-1564,,"32485 mcrae Ave, Mission, BC V2V 2L6",,,,,,Y
Best Friends Daycare,Mission,604-826-7139,,"35264 Mcewen Ave, Mission, BC V2V 0G2",,,,,,Y
Bloom Childcare Centre & Fine Arts Preschool,Mission,604-820-8465,,"32811 Dewdney Trunk Rd, Mission, BC V2V 6X6",,,,,,Y
Bright Sky Daycare,Mission,604-967-2073,,"34384 Norrish Ave, Mission, BC V2V 6N8",Y,Y,,,,Y
Building Blocks Family Child Care,Mission,604-300-2820,,"32927 Phelps Ave, Mission, BC V2V 7P9",,,,,,Y
Cherub's Inn Daycare,Mission,778-255-7699,,"8469 Cedar St, Mission, BC V4S 1A1",,,,,,Y
Circles Squares & Bears Family Child Care,Mission,604-217-7731,,"33809 Blueberry Dr, Mission, BC V2V 7A1",,,,,,Y
Club K.I.D.S Morrison,Mission,604-820-5360,,"32611 mcrae Ave, Mission, BC V2V 2L8",,,,,,Y
Club K.I.D.S. Albert mcmahon,Mission,604-820-5360,,"32865 Cherry Ave, Mission, BC V2V 2V1",,,,,,Y
Club K.I.D.S. Central - Room 129,Mission,604-820-5360,,"7466 Welton St, Mission, BC V2V 6L4",,,,,,Y
Club K.I.D.S. Cherry Hill - Room 35,Mission,604-820-5360,,"32557 Best Ave, Mission, BC V2V 3T3",,,,,,Y
Club K.I.D.S. Esr,Mission,604-820-5360,,"33419 Cherry Ave, Mission, BC V2V 2V5",,,,,,Y
Club K.I.D.S. Hatzic,Mission,604-820-5360,,"8465 Draper St, Mission, BC V2V 5V6",,,,,,Y
Club K.I.D.S. West Heights Room 217,Mission,604-820-5360,,"32065 Van Velzen Ave, Mission, BC V2V 2G6",,,,,,Y
Club K.I.D.S. Windebank,Mission,604-820-5360,,"33570 11Th Ave, Mission, BC V2V 6Z2",,,,,,Y
Club Kids Hillside,Mission,604-820-5360,,"33621 Best Ave, Mission, BC V2V 5Z3",,,,,,Y
"Color Wheel Daycare Ltd, The",Mission,604-621-2505,,"34034 Cleven Dr, Mission, BC V2V 0H9",,,,,,Y
Ema - Kids Club (Mission),Mission,604-820-3011,,"6995 Bridge St, Mission, BC V2V 2X5",,,,,,
Exploring Minds Childcare Center,Mission,604-287-0063,,"32676 Stokes Ave, Mission, BC V4S 1M5",Y,Y,,,,Y
"Fun Zone Learning And Childcare Ltd, The",Mission,778-240-5306,,"8262 Bowyer Dr, Mission, BC V2V 6V9",Y,Y,Y,,,Y
Future 4 Nations Aboriginal Headstart Program - Room 146,Mission,604-820-4567,,"34110 Lougheed Hwy, Mission, BC V2V 4L1",,,,,,Y
Garderie Les Riverains,Mission,604-736-5056,,"7674 Stave Lake St, Mission, BC V2V 4G4",Y,Y,Y,,,Y
Green Valley Sunshine Kids,Mission,778-347-4242,,"7332 Grand St, Mission, BC V2V 3S1",,,,,,Y
Imagination Station Childcare Centre-Silverdale,Mission,604-614-6856,,"29715 Donatelli Ave, Mission, BC V4S 1H6",,,,,,Y
Imagination Station Childcare Centre-Silverdale Crossing,Mission,604-287-7009,,"29560 Lougheed Hwy, Mission, BC V4S 1H7",,,,,,Y
Jazzy Bumblebees Childcare,Mission,672-533-0225,,"33575 2Nd Ave, Mission, BC V2V 6J3",Y,Y,Y,,,Y
Kaleidoscope Childcare,Mission,604-814-1781,,"33083 Tunbridge Ave, Mission, BC V2V 6X9",,,,,,Y
Kiddie Academy Child Care Centre Ltd,Mission,778-347-0816,,"33837 Prentis Ave, Mission, BC V2V 2J7",,,,,,Y
Kiddokastle Daycare Center,Mission,250-702-0653,,"32908 2Nd Ave, Mission, BC V2V 1J3",,,,,,Y
Kids Town Childcare Centre,Mission,604-388-0707,,"101-104 - 32559 Logan Ave, Mission, BC V2V 6W8",,,,,,Y
Kidz Hub Early Learning Centre Inc.,Mission,604-590-6771,,"1-31895 Lougheed Hwy, Mission, BC V2V 0K8",,,,,,Y
Kinder Time Daycare,Mission,604-826-2608,kindertimedaycare.com,"7993 Dunsmuir St, Mission, BC V2V 4S2",,,,,,Y
Little Beans Daycare,Mission,604-751-1869,,"8021 Sykes St, Mission, BC V2V 3W3",,,,,,Y
Little Bright Minds Daycare,Mission,236-332-7497,,"32858 7Th Ave, Mission, BC V2V 2C4",,,,,,Y
Little Fish Daycare,Mission,604-832-2314,,"32510 Badger Ave, Mission, BC V2V 5S6",,,,,,Y
Little Footprints Academy (Mission),Mission,604-328-2091,,"32335 Fletcher Ave, Mission, BC V2V 4N3",,,,,,Y
Little Kingdom Childcare Inc,Mission,778-384-3742,,"32891 Bakerview Ave, Mission, BC V2V 2P8",Y,Y,,,,Y
Little Kingdom Childcare Mission Downtown,Mission,778-384-3742,,"33365 1St Ave, Mission, BC V2V 1G9",Y,Y,,,,Y
Little Professors,Mission,604-768-6697,,"32948 Fourteenth Ave, Mission, BC V2V 2P2",,,,,,Y
Little Willows Lougheed,Mission,604-826-1118,,"34110 Lougheed Hwy, Mission, BC V2V 6N9",,,,,,Y
Little Willows Stave Falls,Mission,604-462-1433,,"30204 Brackley Ave, Mission, BC V4S 1C2",,,,,,Y
Little Willows Sunshine,Mission,604-820-7575,,"7521 Briskham St, Mission, BC V2V 3L8",,,,,,Y
Lunar Early Childhood Learning Academy,Mission,604-202-8055,,"8583 Kimball St, Mission, BC V2V 7P6",,,,,,Y
Mission Montessori Academy,Mission,604-287-0120,,"33070 5Th Ave, Mission, BC V2V 1V5",,,,,,Y
